imdb_id,title,year,rated,released,runtime,genre,director,writer,actors,language,country,imdb_rating,type
tt1461418,The Gruffalo,2009,Not Rated,09 Dec 2010,27 min,"Animation, Family","Max Lang, Jakob Schuh","Julia Donaldson (book), Axel Scheffler (book), Julia Donaldson (adaptation), Jakob Schuh (adaptation), Max Lang (adaptation)","Helena Bonham Carter, James Corden, Tom Wilkinson, John Hurt",English,"UK, Germany, USA, Ireland",7.5,movie
tt2542490,Dreamworks How to Train Your Dragon Legends,2010,Unrated,01 Mar 2010,57 min,"Animation, Adventure, Comedy, Family, Fantasy",Tom Owens,,"Jay Baruchel, Gerard Butler",English,United States,7.7,movie
tt0263317,Ernest,2002,,09 Oct 2002,22 min,Short,Keith Behrman,Keith Behrman,"David Reale, Frank Moore, Holly Dennison, Dan Chameroy",English,Canada,3.5,movie
tt0105941,Animaniacs,1993–1998,TV-Y7,13 Sep 1993,21 min,"Animation, Comedy, Family",,Tom Ruegger,"Rob Paulsen, Jess Harnell, Tress MacNeille",English,"United States, Japan",7.9,series
tt6959614,"Disney Animation Collection: Vol. 4, The Tortoise and the Hare",2010–,,,21 min,,,,,English,United States,6.8,series
tt2483260,The Pirate Fairy,2014,G,13 Feb 2014,78 min,"Animation, Adventure, Family, Fantasy",Peggy Holmes,"Jeffrey M. Howard (screenplay by), Kate Kondell (screenplay by), John Lasseter (story by), Peggy Holmes (story by), Roberts Gannaway (story by), Jeffrey M. Howard (story by), Lorna Cook (story by), Craig Gerber (story by), Roberts Gannaway (additional dialogue by), Peggy Holmes (additional dialogue by)","Mae Whitman, Christina Hendricks, Tom Hiddleston, Lucy Liu",English,United States,6.6,movie
tt3468298,Axel: The Biggest Little Hero,2013,PG,02 Jul 2014,80 min,"Animation, Adventure, Comedy",Leo Lee,"Jeffrey Hylton (dubbing adaptation/additional material), Leo Lee, Michael Shear (english adaptation)","Yuri Lowenthal, Colleen O'Shaughnessey, Kate Higgins, Tim Curry",English,China,4.7,movie
tt2699588,The Adventures of Figaro Pho,2012,TV-Y7,31 Oct 2012,,"Animation, Fantasy, Sci-Fi",,,Luke Jurevicius,English,Australia,7.6,series
tt3246908,The Boxcar Children,2014,G,01 Apr 2014,86 min,"Animation, Adventure, Family","Daniel Chuba, Mark A.Z. Dippé, Kyungho Jo","Justin Merz, Zach Strauss, Gertrude Chandler Warner","Illeana Douglas, Mackenzie Foy, Zachary Gordon",English,"United States, Guatemala, South Korea",6.5,movie
tt5762174,Alpha and Omega: Dino Digs,2016,Not Rated,10 May 2016,47 min,"Animation, Adventure, Comedy, Family, Fantasy",Tim Maltby,"Tom Kane, Steve Moore (characters)","Ben Diskin, Kate Higgins, Debi Derryberry, Marieve Herington",English,"USA, Canada, India",3.7,movie
tt3723780,Quackerz,2016,PG,14 Feb 2016,81 min,"Animation, Adventure, Comedy",Viktor Lakisov,"Viktor Lakisov, John T. Mickevich, Vadim Sveshnikov","Robbie Daymond, Michael Gross, Jesse Corti","English, Russian","Russia, China, Canada",4.5,movie
tt11217094,Hatched,2021,,06 Jul 2021,80 min,Adventure,"Scott Jeffrey, Rebecca Matthews",Craig McLearie,"Megan Purvis, Amanda-Jade Tyler, Nicola Wright",English,United Kingdom,5.5,movie
tt3700456,Blinky Bill: The Movie,2015,PG,02 Aug 2019,93 min,"Animation, Adventure, Family",Deane Taylor,"Fin Edquist, Dorothy Wall","Billy Birmingham, Toni Collette, Charlotte Rose Hamlyn",English,"Australia, United States",5.1,movie
tt0104254,FernGully: The Last Rainforest,1992,G,10 Apr 1992,76 min,"Animation, Adventure, Family",Bill Kroyer,"Jim Cox, Diana Young","Samantha Mathis, Christian Slater, Robin Williams",English,"Australia, United States",6.5,movie
tt0306841,The Lizzie McGuire Movie,2003,PG,02 May 2003,94 min,"Adventure, Comedy, Family",Jim Fall,"Susan Estelle Jansen, Ed Decter, John J. Strauss","Hilary Duff, Adam Lamberg, Clayton Snyder","English, Italian",United States,5.5,movie
tt0382937,Recess: Taking the Fifth Grade,2003,G,09 Dec 2003,62 min,"Animation, Comedy, Family",Howy Parkins,"Elijah Aron, Bart Jennett","Rickey D'Shon Collins, Jason Davis, Myles Jeffrey, Ashley Johnson",English,United States,6.8,movie
tt6964236,The Very Hungry Caterpillar and Other Stories,1993,,01 Jan 1993,31 min,Animation,Andrew Goff,Eric Carle,"Brian Cummings, Linda Gary",English,United States,7.3,movie
tt0498351,The Hero of Color City,2014,G,31 Jul 2015,77 min,"Animation, Adventure, Family",Frank Gladstone,"Jess Kedward, J.P. McCormick, Kirsty Peart","Owen Wilson, Christina Ricci, Rosie Perez","English, Hindi","United States, India, South Korea",4.1,movie
tt0186311,The Little Engine That Could,1991,TV-Y,22 Nov 1991,30 min,"Animation, Short, Adventure, Family",Dave Edwards,"Ray Rhamey (screenplay by), Watty Piper (based on the book by)","Kath Soucie, Frank Welker, B.J. Ward, Neil Ross",English,"UK, USA",7.2,movie
tt1172587,Delhi Safari,2012,PG,07 Dec 2012,96 min,"Animation, Adventure, Comedy",Nikkhil Advani,"Nikkhil Advani, Rahul Awate, Girish Dhamija","Govinda, Akshaye Khanna, Urmila Matondkar","Hindi, English",India,5.6,movie
tt0090503,Pound Puppies,1985–1988,TV-Y,26 Oct 1985,30 min,"Animation, Comedy, Family",,,"Dan Gilvezan, Ruth Buzzi, Adrienne Alexander",English,United States,6.5,series
tt2289057,Monster Math Squad,2012–,TV-Y,12 Nov 2012,30 min,Animation,,,"Julie Sype, Jenna Warren, Cory Doran, Annick Obonsawin",English,Canada,5.7,series
tt2216314,Care Bears: Welcome to Care-a-Lot,2012–2016,TV-Y,02 Jun 2012,30 min,"Animation, Family",,,"David Lodge, Michaela Dean, Patty Mattson",English,United States,5.5,series
tt0377156,Clifford's Puppy Days,2003–2006,TV-Y,01 Sep 2003,30 min,"Animation, Comedy, Family",,Norman Bridwell,"Lara Jill Miller, Julie-Ann Dean, Masiela Lusha",English,United States,6.7,series
tt1524993,Dinosaur King,2007–2009,TV-Y7-FV,08 Sep 2007,30 min,"Animation, Action, Adventure, Family",,,"Matt Hoverman, David Zen Mansley, Megumi Matsumoto, Rebecca Soler","Japanese, English",Japan,5.6,series
tt2066048,Ribbit,2014,PG,25 Nov 2020,88 min,"Animation, Adventure, Comedy",Chuck Powers,"Amir Hafizi, Chuck Powers","Sean Astin, Tim Curry, Russell Peters",English,"Malaysia, United States, India",4.1,movie
tt6764142,My Animal Friends,2013–,,01 Jan 2013,15 min,Family,,,,English,"USA, Czech Republic",,series
tt1756873,Worms,2013,PG,27 Mar 2015,80 min,"Animation, Adventure, Family","Paolo Conti, Arthur Nunes","Marcos Bernstein, Melanie Dimantas, Thomas LaPierre","Gabriel Bijos, Daniel Boaventura, Fabienne Carat",Portuguese,"Brazil, United States",5.5,movie
tt3590338,Puffin Rock,2015–2016,TV-Y,12 Jan 2015,7 min,"Animation, Family",,,"Kate McCafferty, Chris O'Dowd, Sally McDaid",English,"Ireland, United States, United Kingdom",8.6,series
tt6953914,Zoobabu,2010–2022,,,23 min,Animation,,,Thor Bishopric,Spanish,United States,3.6,series
tt6850902,Gon,2012–2013,,02 Apr 2012,25 min,Animation,,,"Maria Bircher, Wyatt Bowen, Sarah Camacho, Dawn Ford",Japanese,"Japan, South Korea",5.0,series
tt2400433,Sid the Science Kid: The Movie,2013,Not Rated,25 Mar 2013,75 min,"Animation, Comedy, Family",Kirk R. Thatcher,Bradley Zweig,"Drew Massey, Alice Dinnean, Allan Trautman",English,United States,4.8,movie
tt6101862,Lego Jurassic World: The Indominus Escape,2016,Not Rated,03 Oct 2016,24 min,"Animation, Action, Adventure",,,"A.J. LoCascio, Sendhil Ramamurthy, Fred Tatasciore",English,United States,5.7,series
tt0093148,Harry and the Hendersons,1987,PG,05 Jun 1987,110 min,"Comedy, Family, Fantasy",William Dear,"William Dear, Bill Martin, Ezra D. Rappaport","John Lithgow, Melinda Dillon, Margaret Langrick",English,United States,6.0,movie
tt5697572,Cats,2019,PG,20 Dec 2019,110 min,"Comedy, Drama, Family",Tom Hooper,"Lee Hall, Tom Hooper, Andrew Lloyd Webber","James Corden, Judi Dench, Jason Derulo",English,"United Kingdom, United States, Canada, Australia, Japan",2.7,movie
tt0230011,Atlantis: The Lost Empire,2001,PG,15 Jun 2001,95 min,"Animation, Action, Adventure","Gary Trousdale, Kirk Wise","Tab Murphy, Kirk Wise, Gary Trousdale","Michael J. Fox, Jim Varney, Corey Burton","English, French, Spanish",United States,6.9,movie
tt0344864,Atlantis: Milo's Return,2003,G,20 May 2003,70 min,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi","Victor Cook, Toby Shelton, Tad Stones","Thomas Hart (screenplay), Henry Gilroy (screenplay), Kevin Hopps (screenplay), Tad Stones (screenplay), Steve Englehart (screenplay), Marty Isenberg (screenplay)","James Arnold Taylor, Cree Summer, John Mahoney, Jacqueline Obradors","Norwegian, English",United States,5.1,movie
tt0384696,Winnie the Pooh: Springtime with Roo,2003,G,09 Mar 2004,65 min,"Animation, Adventure, Comedy, Drama, Family, Musical","Saul Blinkoff, Elliot M. Bour","A.A. Milne (characters), Tom Rogers","Jim Cummings, Ken Sansom, Jimmy Bennett, David Ogden Stiers","English, Arabic",United States,6.5,movie
tt0407121,Pooh's Heffalump Movie,2005,G,11 Feb 2005,68 min,"Animation, Comedy, Family",Frank Nissen,"Brian Hohlfeld, Evan Spiliotopoulos, A.A. Milne","Jim Cummings, Brenda Blethyn, Kyle Stanger",English,United States,6.4,movie
tt0401398,Kronk's New Groove,2005,G,13 Dec 2005,75 min,"Animation, Comedy, Family, Musical, Romance","Saul Blinkoff, Elliot M. Bour","Tony Leondis (story by), Michael LaBash (story by), Tom Rogers (story by), Tom Rogers (screenplay by), Michael Lucker","Patrick Warburton, Tracey Ullman, Eartha Kitt, David Spade",English,United States,5.8,movie
tt0121164,Corpse Bride,2005,PG,23 Sep 2005,77 min,"Animation, Drama, Family","Tim Burton, Mike Johnson","Tim Burton, Carlos Grangel, John August","Johnny Depp, Helena Bonham Carter, Emily Watson",English,"United States, United Kingdom",7.3,movie
tt6964450,"Disney Animation Collection: Vol. 2, Three Little Pigs",2009,,,9 min,Animation,,,,English,United States,,series
tt2123342,Underdogs,2013,PG,06 Apr 2013,102 min,"Drama, Family, Sport",Doug Dearth,"David Latham, Benjamin Suarez","D.B. Sweeney, William Mapother, Richard Portnow",English,United States,5.9,movie
tt5026458,The Yellowbird,1964,,,60 min,,Richard Donner,Gene Levitt,"Robert Brown, Pat Harrington Jr., Carroll O'Connor",,,,movie
tt0119718,Mr. Magoo,1997,PG,25 Dec 1997,87 min,"Adventure, Comedy, Family",Stanley Tong,"Pat Proft, Tom Sherohman","Leslie Nielsen, Kelly Lynch, Matt Keeslar",English,United States,4.0,movie
tt0109190,Baby's Day Out,1994,PG,01 Jul 1994,99 min,"Adventure, Comedy, Crime",Patrick Read Johnson,John Hughes,"Lara Flynn Boyle, Joe Mantegna, Joe Pantoliano",English,United States,6.2,movie
tt0109287,Blank Check,1994,PG,11 Feb 1994,93 min,"Comedy, Crime, Family",Rupert Wainwright,"Blake Snyder, Colby Carr","Brian Bonsall, Karen Duffy, James Rebhorn",English,United States,5.3,movie
tt0110006,Heavyweights,1995,PG,17 Feb 1995,100 min,"Comedy, Drama, Family",Steven Brill,"Judd Apatow, Steven Brill","Tom McGowan, Aaron Schwartz, Ben Stiller",English,United States,6.6,movie
tt0301454,Inspector Gadget 2,2003,G,11 Mar 2003,89 min,"Action, Comedy, Crime, Family, Sci-Fi",Alex Zamm,"Andy Heyward (characters), Jean Chalopin (characters), Bruno Bianchi (characters), Ron Anderson, William Robertson, Alex Zamm","French Stewart, Elaine Hendrix, Tony Martin, Caitlin Wachs",English,"USA, Australia",3.5,movie
tt0337812,Air Bud: Spikes Back,2003,G,24 Jun 2003,87 min,"Comedy, Family, Sport",Mike Southon,"Kevin DiCicco (based on the character ""Air Bud"" created by), Robert Vince (story by), Anne Vince (screenplay by), Anna McRoberts (screenplay by), Paul Tamasy (based on characters created by), Aaron Mendelsohn (based on characters created by)","Darren J. Birch, Christopher Bishop, Tyler Boissonnault, J. Winston Carroll",English,Canada,4.1,movie
tt0109520,D2: The Mighty Ducks,1994,PG,25 Mar 1994,106 min,"Comedy, Drama, Family",Sam Weisman,Steven Brill,"Emilio Estevez, Kathryn Erbe, Michael Tucker","English, Icelandic",United States,6.1,movie
tt0097523,"Honey, I Shrunk the Kids",1989,PG,23 Jun 1989,93 min,"Adventure, Comedy, Family",Joe Johnston,"Stuart Gordon, Brian Yuzna, Ed Naha","Rick Moranis, Matt Frewer, Marcia Strassman",English,"United States, Mexico",6.4,movie
tt0470982,Air Buddies,2006,PG,12 Dec 2006,80 min,"Adventure, Comedy, Family",Robert Vince,"Robert Vince, Anna McRoberts, Phil Hanley, Kevin DiCicco (character ""Air Bud""), Paul Tamasy (characters), Aaron Mendelsohn (characters)","Cascy Beddow, Jane Carr, Kelly Chapek, Patrick Cranshaw",English,United States,4.8,movie
tt1024724,Dr. Dolittle: Tail to the Chief,2008,PG,04 Mar 2008,85 min,"Comedy, Family",Craig Shapiro,"Matt Lieberman (teleplay by), Hugh Lofting (based upon the ""Dr. Dolittle"" stories by), Matt Lieberman (story by), Kathleen Laccinole (teleplay by)","Kyla Pratt, Peter Coyote, Malcolm Stewart, Niall Matter",English,"USA, Canada",4.0,movie
tt1381767,Flicka 2,2010,PG,04 May 2010,96 min,Family,Michael Damian,"Jennifer Robinson, Mary O'Hara (character in the novel ""My Friend Flicka"")","Patrick Warburton, Tammin Sursok, Clint Black, Reilly Dolman",English,United States,6.0,movie
tt0491603,H2O: Just Add Water,2006–2010,TV-PG,07 Jul 2006,23 min,"Drama, Family, Fantasy",,Jonathan M. Shiff,"Cariba Heine, Phoebe Tonkin, Angus McLaren",English,Australia,7.2,series
tt1564349,Dolphin Tale,2011,PG,23 Sep 2011,113 min,"Drama, Family",Charles Martin Smith,"Karen Janszen, Noam Dromi","Morgan Freeman, Ashley Judd, Harry Connick Jr.",English,"Canada, United States",6.9,movie
tt2566580,Step Dogs,2013,Not Rated,04 Mar 2014,82 min,"Comedy, Family",Geoff Anderson,Willem Wennekers,"Joris Jarsky, Ryan Belleville, Dylan Schmid",English,Canada,4.6,movie
tt2203143,Mia and Me,2011–,,06 Aug 2012,20 min,"Animation, Adventure, Family",,Gerhard Hahn,"Rosabell Laurenti Sellers, Stephie Theodora, Josephine Benini",English,"Germany, Canada, Italy",6.6,series
tt4257950,Russell Madness,2015,PG,10 May 2015,92 min,Family,Robert Vince,"Aaron Brooks, Kirsten Hansen, Anna McRoberts","Sean Giambrone, David Milchard, Steve Richmond",English,United States,4.2,movie
tt3462880,Wiener Dog Internationals,2017,G,03 Mar 2017,92 min,Family,Kevan Peterson,Kevan Peterson,"Morgan Fairchild, Jason London, Bryan Batt",,United States,4.4,movie
tt5449296,Pup Star,2016,G,30 Aug 2016,92 min,"Comedy, Family",Robert Vince,"Kirsten Hansen (screenplay), Anna McRoberts (screenplay), Anna McRoberts (story), Michael Teigen (punch-up writer), Robert Vince (screenplay), Robert Vince (story)","Carla Jimenez, Makenzie Moss, Susie Wall, Jonathan Mangum",English,Canada,4.4,movie
tt6500946,Precious Puppies,2003,,,53 min,Documentary,Greg Grainger,,Lizzy Lovette,English,Australia,6.1,movie
tt6780296,Beary Tales,2013,,,51 min,Documentary,"Hira Klatt, Marcella Muller, Angelika Sigl",,Volker Arzt,English,United States,8.0,movie
tt0115082,3rd Rock from the Sun,1996–2001,TV-PG,09 Jan 1996,60 min,"Comedy, Family, Sci-Fi",,"Bonnie Turner, Terry Turner","John Lithgow, Jane Curtin, Kristen Johnston",English,United States,7.7,series
tt0313202,An Angel for May,2002,TV-G,23 Dec 2002,95 min,"Drama, Family, Fantasy",Harley Cokeliss,"Melvin Burgess (based on the novel by), Peter Milligan (screenplay)","Tom Wilkinson, Charlotte Wakefield, Matthew Beard, Hugo Speer",English,United Kingdom,7.0,movie
tt0264366,And Never Let Her Go,2001,,01 Apr 2001,200 min,"Crime, Drama, Mystery",Peter Levin,"Adam Greenman (teleplay), Ann Rule (book)","Mark Harmon, Rachel Ward, Kathryn Morris, Steven Eckholdt",English,United States,6.4,movie
tt0200323,Animal Tales,1997–,,,,,,,"Jennifer Badger, Brian Palermo",English,United States,,series
tt0402619,Awesome Adventures,1998–2015,,,30 min,Documentary,,,"Mystro Clark, Anthony Montgomery",English,United States,6.6,series
tt0072472,Barney Miller,1975–1982,TV-PG,22 Aug 1974,30 min,"Comedy, Drama",,"Danny Arnold, Theodore J. Flicker","Hal Linden, Abe Vigoda, Max Gail",English,United States,8.2,series
tt5539000,Bear Grylls: Survival School,2016–,,10 Jan 2016,30 min,Reality-TV,,,"Bear Grylls, Callum Grainger, Charlie Woodward",English,United Kingdom,7.0,series
tt1595680,Being Human,2011–2014,TV-14,17 Jan 2011,44 min,"Drama, Fantasy, Horror",,"Jeremy Carver, Anna Fricke","Sam Witwer, Meaghan Rath, Sam Huntington",English,"Canada, United States",7.5,series
tt0078569,Benson,1979–1986,TV-G,13 Sep 1979,30 min,"Comedy, Family",,Susan Harris,"Robert Guillaume, James Noble, Inga Swenson",English,United States,7.1,series
tt11213708,Bestie Picks Bae,2019–,,,,Reality-TV,,,"Amir Hisham Ouazzani, Sushant Adlakha, Olivia Baskett, Hector Mayorga",English,United States,,series
tt2751074,Betrayal,2013–2014,TV-14,29 Sep 2013,60 min,Drama,,"David Zabel, Frank Ketelaar, Robert Kievit","Hannah Ware, Henry Thomas, Wendy Moniz-Grillo",English,United States,7.1,series
tt0118268,Between Brothers,1997–1999,,11 Sep 1997,30 min,Comedy,,"Barry O'Brien, Cheryl Alu","Kadeem Hardison, Dondré T. Whitfield, Kelly Perine, Rachael Crawford",English,United States,8.1,series
tt0138956,Beyond Belief: Fact or Fiction,1997–2002,PG,25 May 1997,60 min,"Mystery, Thriller, Fantasy",,Lynn Lehmann,"Jonathan Frakes, Don LaFontaine, James Brolin",English,United States,8.0,series
tt0262150,Black Books,2000–2004,TV-PG,09 Dec 2001,25 min,Comedy,,Dylan Moran,"Dylan Moran, Bill Bailey, Tamsin Greig",English,United Kingdom,8.5,series
tt0844666,Blackout,2008,R,29 May 2008,120 min,"Horror, Mystery, Thriller",Rigoberto Castañeda,Ed Dougherty,"Amber Tamblyn, Aidan Gillen, Armie Hammer",English,United States,5.0,movie
tt3887992,Bondi Ink Tattoo Crew,2015–,TV-PG,01 Jul 2015,45 min,Reality-TV,,,"Megan Massacre, Shaun Bones, Jimi May",English,Australia,5.7,series
tt1411664,Bucky Larson: Born to Be a Star,2011,R,09 Sep 2011,97 min,Comedy,Tom Brady,"Adam Sandler, Allen Covert, Nick Swardson","Nick Swardson, Don Johnson, Christina Ricci",English,United States,3.2,movie
tt0111899,Bramwell,1995–1998,TV-MA,22 May 1995,54 min,Drama,,"Lucy Gannon, Harriet Davison, Tim Whitby","Jemma Redgrave, Ruth Sheen, David Calder",English,United Kingdom,8.0,series
tt13399556,Breaking Beauty,2020–,,19 Nov 2020,,,,,,English,United States,,series
tt0412536,Brideshead Revisited,2008,PG-13,15 Aug 2008,133 min,"Drama, Romance",Julian Jarrold,"Andrew Davies, Jeremy Brock, Evelyn Waugh","Matthew Goode, Patrick Malahide, Hayley Atwell","English, Italian, Arabic, Latin, French","United Kingdom, Italy, Morocco, United States",6.7,movie
tt0765010,Brothers,2009,R,04 Dec 2009,105 min,"Action, Drama, Thriller",Jim Sheridan,"David Benioff, Susanne Bier, Anders Thomas Jensen","Jake Gyllenhaal, Natalie Portman, Tobey Maguire",English,United States,7.1,movie
tt0956036,Canterbury's Law,2008,,10 Mar 2008,,Drama,,Dave Erickson,"Julianna Margulies, Ben Shenkman, Keith D. Robinson",English,United States,6.6,series
tt4594334,Capital,2015,,24 Nov 2015,177 min,Drama,,,"Adeel Akhtar, Danny Ashok, Mona Goodwin",English,United Kingdom,6.8,series
